"DateTime";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA3";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA4";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA5";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA6";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA7"
"16/05/23 02:00:31.141";39;6;170;270;533
"16/05/23 02:00:33.232";23;22;0;78;548
"16/05/23 02:00:38.361";286;21;28;0;128
"16/05/23 02:00:42.564";263;6;10;8;39
"16/05/23 02:00:44.031";284;106;190;8;34
"16/05/23 02:00:49.353";243;78;141;279;186
"16/05/23 02:00:52.020";249;78;149;280;479
"16/05/23 02:00:56.493";275;89;157;262;508
"16/05/23 02:00:58.093";279;86;164;269;500
"16/05/23 02:01:03.373";286;88;168;250;505
"16/05/23 02:01:07.788";32;71;173;286;516
"16/05/23 02:01:08.516";39;107;171;265;532
"16/05/23 02:01:14.078";24;5;3;284;540
"16/05/23 02:01:16.610";23;8;24;3;440
"16/05/23 02:01:18.997";28;23;8;24;55
"16/05/23 02:01:24.914";43;9;9;11;35
"16/05/23 02:01:26.047";28;12;26;31;36
"16/05/23 02:01:30.669";26;9;20;27;36
"16/05/23 02:01:36.534";248;11;10;27;36
"16/05/23 02:01:39.768";277;88;9;29;34
"16/05/23 02:01:43.324";258;92;211;12;36
"16/05/23 02:01:46.423";251;89;147;280;315
"16/05/23 02:01:48.365";252;92;166;274;493
"16/05/23 02:01:52.936";254;90;148;270;513
"16/05/23 02:01:58.065";258;71;167;271;510
"16/05/23 02:01:59.818";282;75;174;277;513
"16/05/23 02:02:04.931";30;73;164;279;526
"16/05/23 02:02:06.353";23;12;155;263;536
"16/05/23 02:02:12.311";21;23;0;267;546
"16/05/23 02:02:12.879";25;22;24;0;194
"16/05/23 02:02:18.338";41;10;10;31;42
"16/05/23 02:02:22.678";43;24;12;8;34
"16/05/23 02:02:24.195";28;22;24;25;33
"16/05/23 02:02:30.125";43;10;24;27;33
"16/05/23 02:02:33.156";44;12;9;26;35
"16/05/23 02:02:36.209";270;8;23;13;37
"16/05/23 02:02:41.395";282;84;23;26;36
"16/05/23 02:02:44.834";259;73;217;27;34
"16/05/23 02:02:45.612";273;79;152;287;312
"16/05/23 02:02:51.313";271;71;145;253;500
"16/05/23 02:02:55.673";282;72;147;254;514
"16/05/23 02:02:56.823";284;86;170;268;510
"16/05/23 02:03:01.582";295;79;175;279;519
"16/05/23 02:03:06.166";27;90;169;267;535
"16/05/23 02:03:09.665";20;11;162;276;548
"16/05/23 02:03:13.206";45;26;0;273;557
"16/05/23 02:03:16.910";241;10;25;0;249
"16/05/23 02:03:20.982";263;26;8;25;44
"16/05/23 02:03:21.927";286;92;190;9;34
"16/05/23 02:03:27.909";248;77;156;273;156
"16/05/23 02:03:30.767";251;88;168;271;481
"16/05/23 02:03:35.183";276;85;151;247;512
"16/05/23 02:03:37.059";285;74;167;250;504
"16/05/23 02:03:41.665";289;75;173;273;511
"16/05/23 02:03:46.173";25;75;178;279;525
"16/05/23 02:03:47.232";23;105;165;281;541
"16/05/23 02:03:50.982";22;11;2;262;555
