"DateTime";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA3";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA4";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA5";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA6";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA7";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA11"
"13/05/23 21:00:24.270";40;24;10;25;72;0
"13/05/23 21:00:30.387";258;9;9;11;41;0
"13/05/23 21:00:31.868";261;100;11;28;43;0
"13/05/23 21:00:35.330";232;108;208;51;39;0
"13/05/23 21:00:40.698";252;75;177;309;351;0
"13/05/23 21:00:45.299";251;92;169;281;446;0
"13/05/23 21:00:47.959";264;88;169;288;452;0
"13/05/23 21:00:52.004";278;74;176;276;457;0
"13/05/23 21:00:54.982";282;94;180;301;468;0
"13/05/23 21:00:59.697";312;101;170;326;483;0
"13/05/23 21:01:03.349";20;54;177;312;503;0
"13/05/23 21:01:05.217";28;12;175;345;528;0
"13/05/23 21:01:08.711";19;23;0;0;569;0
"13/05/23 21:01:13.871";249;20;29;25;75;0
"13/05/23 21:01:17.430";225;98;11;23;43;0
"13/05/23 21:01:17.881";224;81;205;249;39;0
"13/05/23 21:01:22.865";246;73;145;297;394;0
"13/05/23 21:01:28.345";226;87;169;285;439;0
"13/05/23 21:01:28.820";228;90;149;285;446;0
"13/05/23 21:01:35.304";261;76;153;287;451;0
"13/05/23 21:01:39.375";268;89;160;281;462;0
"13/05/23 21:01:42.997";46;57;182;307;472;0
"13/05/23 21:01:43.534";24;88;191;311;488;0
"13/05/23 21:01:50.153";233;14;56;330;518;0
"13/05/23 21:01:52.287";253;26;0;2;559;0
"13/05/23 21:01:55.509";225;101;68;31;69;0
"13/05/23 21:01:57.997";246;79;204;252;42;0
"13/05/23 21:02:03.113";221;72;167;295;421;0
"13/05/23 21:02:08.080";247;77;156;266;446;0
"13/05/23 21:02:11.171";261;77;168;282;446;0
"13/05/23 21:02:12.974";250;90;171;283;449;0
"13/05/23 21:02:18.294";251;94;180;297;460;0
"13/05/23 21:02:22.482";26;58;186;312;478;0
"13/05/23 21:02:23.276";25;14;168;328;502;0
"13/05/23 21:02:26.398";40;22;0;318;534;0
"13/05/23 21:02:33.238";237;12;21;5;193;0
"13/05/23 21:02:35.860";258;14;13;29;49;0
"13/05/23 21:02:38.249";234;103;28;27;40;0
"13/05/23 21:02:43.711";232;81;205;253;39;0
"13/05/23 21:02:45.294";228;77;154;296;427;0
"13/05/23 21:02:48.826";248;92;159;273;454;0
"13/05/23 21:02:54.402";258;75;172;285;453;0
"13/05/23 21:02:57.146";269;80;176;289;458;0
"13/05/23 21:03:01.483";250;93;168;281;470;0
"13/05/23 21:03:05.011";27;50;176;313;483;0
"13/05/23 21:03:06.044";20;12;167;323;505;0
"13/05/23 21:03:10.496";22;21;0;343;537;0
"13/05/23 21:03:14.394";39;21;24;2;208;0
"13/05/23 21:03:19.454";26;14;11;23;51;0
"13/05/23 21:03:22.202";39;26;22;25;39;0
"13/05/23 21:03:24.987";40;12;28;8;38;0
"13/05/23 21:03:30.913";254;24;26;8;38;0
"13/05/23 21:03:34.018";228;95;24;8;42;0
"13/05/23 21:03:36.624";248;108;205;10;39;0
"13/05/23 21:03:40.463";221;82;149;299;321;0
"13/05/23 21:03:43.972";224;78;152;272;442;0
"13/05/23 21:03:46.151";230;72;167;280;453;0
"13/05/23 21:03:52.582";267;87;171;280;448;0
"13/05/23 21:03:54.942";235;75;178;281;459;0
"13/05/23 21:03:59.770";276;80;184;289;475;0
"13/05/23 21:04:02.752";17;48;189;300;487;0
"13/05/23 21:04:04.399";24;9;168;322;506;0
"13/05/23 21:04:08.242";37;10;0;4;548;0
"13/05/23 21:04:14.082";275;24;21;27;89;0
"13/05/23 21:04:14.425";258;8;9;8;42;0
"13/05/23 21:04:19.874";307;120;15;9;43;0
"13/05/23 21:04:22.675";261;100;228;274;40;0
"13/05/23 21:04:25.610";265;104;166;350;450;0
"13/05/23 21:04:31.795";311;114;166;335;498;0
"13/05/23 21:04:33.808";323;123;180;330;503;0
"13/05/23 21:04:38.308";302;111;193;362;517;0
"13/05/23 21:04:39.779";321;110;201;369;529;0
"13/05/23 21:04:45.128";24;105;203;354;546;0
"13/05/23 21:04:49.406";22;9;218;384;561;0
"13/05/23 21:04:51.453";37;13;0;15;557;0
"13/05/23 21:04:57.363";262;12;26;21;111;0
"13/05/23 21:04:59.244";269;104;8;11;45;0
"13/05/23 21:05:01.526";258;89;208;23;40;0
"13/05/23 21:05:07.629";257;92;149;296;279;0
"13/05/23 21:05:10.671";234;75;149;279;442;0
"13/05/23 21:05:14.559";268;78;168;266;452;0
"13/05/23 21:05:18.555";278;78;160;288;455;0
"13/05/23 21:05:19.533";265;94;173;291;461;0
"13/05/23 21:05:24.172";257;100;180;309;473;0
"13/05/23 21:05:28.105";23;54;188;322;491;0
"13/05/23 21:05:32.931";23;11;170;332;517;0
"13/05/23 21:05:36.755";243;22;0;2;551;0
"13/05/23 21:05:39.188";258;9;27;23;90;0
"13/05/23 21:05:41.222";233;105;183;26;43;0
"13/05/23 21:05:47.521";228;74;148;281;160;0
"13/05/23 21:05:48.415";234;69;147;294;432;0
"13/05/23 21:05:54.978";254;71;147;269;444;0
"13/05/23 21:05:57.606";264;77;167;286;446;0
"13/05/23 21:06:01.601";272;72;156;293;453;0
"13/05/23 21:06:05.676";280;91;166;297;462;0
"13/05/23 21:06:08.505";26;55;165;306;479;0
"13/05/23 21:06:10.003";25;13;190;321;499;0
"13/05/23 21:06:13.583";25;22;0;86;535;0
"13/05/23 21:06:16.815";39;8;28;1;125;0
"13/05/23 21:06:23.470";255;24;11;9;45;0
"13/05/23 21:06:24.926";263;103;22;26;40;0
"13/05/23 21:06:28.178";254;84;205;24;42;0
"13/05/23 21:06:33.463";232;78;143;305;301;0
"13/05/23 21:06:36.359";234;86;154;281;444;0
"13/05/23 21:06:40.686";269;73;171;286;455;0
"13/05/23 21:06:43.902";276;90;172;292;457;0
"13/05/23 21:06:45.798";285;94;163;296;466;0
"13/05/23 21:06:50.674";253;99;185;313;478;0
"13/05/23 21:06:54.564";28;56;172;327;495;0
"13/05/23 21:06:58.595";25;6;168;313;518;0
"13/05/23 21:07:02.697";253;12;0;3;558;0
"13/05/23 21:07:06.759";227;99;22;26;101;0
"13/05/23 21:07:08.218";247;101;201;27;45;0
"13/05/23 21:07:13.129";220;90;165;292;317;0
"13/05/23 21:07:15.233";240;87;158;275;432;0
"13/05/23 21:07:20.723";248;89;159;285;442;0
"13/05/23 21:07:24.922";261;75;152;284;443;0
"13/05/23 21:07:26.704";248;89;170;287;449;0
"13/05/23 21:07:32.112";281;92;180;293;461;0
"13/05/23 21:07:35.005";26;52;183;309;476;0
"13/05/23 21:07:36.221";27;13;161;333;501;0
"13/05/23 21:07:42.962";38;9;0;2;544;0
"13/05/23 21:07:46.600";244;23;24;27;91;0
"13/05/23 21:07:50.047";262;12;25;11;42;0
"13/05/23 21:07:52.017";231;101;9;25;39;0
"13/05/23 21:07:55.027";234;84;202;254;39;0
"13/05/23 21:07:58.288";252;74;144;302;413;0
"13/05/23 21:08:04.585";249;88;161;273;447;0
"13/05/23 21:08:07.745";256;87;152;274;450;0
"13/05/23 21:08:11.088";271;87;172;290;446;0
"13/05/23 21:08:15.038";254;95;176;296;461;0
"13/05/23 21:08:18.986";29;55;180;308;475;0
"13/05/23 21:08:21.159";26;13;184;314;492;0
"13/05/23 21:08:23.408";25;22;0;341;520;0
"13/05/23 21:08:29.564";255;8;23;2;250;0
"13/05/23 21:08:32.718";234;101;12;11;54;0
"13/05/23 21:08:33.834";254;105;202;159;40;0
"13/05/23 21:08:40.322";232;80;171;308;351;0
"13/05/23 21:08:41.049";248;93;150;282;446;0
"13/05/23 21:08:45.424";239;75;154;293;453;0
"13/05/23 21:08:48.425";263;92;155;274;455;0
"13/05/23 21:08:53.456";271;78;164;293;464;0
"13/05/23 21:08:58.506";285;82;182;307;475;0
"13/05/23 21:09:02.003";18;45;187;313;488;0
"13/05/23 21:09:04.549";37;8;163;328;509;0
"13/05/23 21:09:07.172";24;13;0;0;546;0
"13/05/23 21:09:11.729";37;22;27;24;74;0
"13/05/23 21:09:16.176";27;22;26;27;42;0
"13/05/23 21:09:17.964";37;9;8;10;39;0
"13/05/23 21:09:20.445";38;24;9;11;42;0
"13/05/23 21:09:27.360";262;9;10;26;39;0
"13/05/23 21:09:30.587";236;99;14;33;42;0
"13/05/23 21:09:34.278";240;83;206;245;40;0
"13/05/23 21:09:35.852";234;78;151;307;379;0
"13/05/23 21:09:40.903";236;93;162;281;451;0
"13/05/23 21:09:43.734";261;91;166;274;455;0
"13/05/23 21:09:46.242";249;77;171;291;457;0
"13/05/23 21:09:50.291";252;91;176;297;466;0
"13/05/23 21:09:56.116";88;66;183;308;479;0
"13/05/23 21:09:58.265";24;90;169;315;491;0
"13/05/23 21:10:03.165";35;13;77;332;516;0
"13/05/23 21:10:04.398";27;14;0;0;551;0
"13/05/23 21:10:07.823";21;9;8;24;72;0
"13/05/23 21:10:12.077";21;23;10;10;41;0
"13/05/23 21:10:14.993";38;12;10;28;43;0
"13/05/23 21:10:18.496";26;24;27;28;42;0
"13/05/23 21:10:21.857";39;6;15;24;42;0
"13/05/23 21:10:27.079";24;24;21;32;42;0
"13/05/23 21:10:31.562";24;24;8;11;41;0
"13/05/23 21:10:33.437";38;10;24;9;39;0
"13/05/23 21:10:36.567";36;9;27;6;42;0
"13/05/23 21:10:42.832";23;9;13;32;40;0
"13/05/23 21:10:44.842";26;24;11;25;41;0
"13/05/23 21:10:48.082";37;9;7;12;41;0
"13/05/23 21:10:51.250";15;7;28;13;42;0
"13/05/23 21:10:57.035";278;14;12;6;39;0
"13/05/23 21:10:59.552";266;22;21;26;39;0
"13/05/23 21:11:02.181";231;114;81;13;39;0
"13/05/23 21:11:07.485";233;77;206;262;42;0
"13/05/23 21:11:08.440";231;78;167;307;430;0
"13/05/23 21:11:13.844";252;90;152;281;452;0
"13/05/23 21:11:18.463";267;90;168;281;448;0
"13/05/23 21:11:22.597";282;77;158;299;457;0
"13/05/23 21:11:25.337";248;84;177;312;467;0
"13/05/23 21:11:29.125";25;54;173;321;484;0
"13/05/23 21:11:32.961";24;13;162;332;504;0
"13/05/23 21:11:36.565";23;22;0;346;525;0
"13/05/23 21:11:39.909";263;11;29;0;170;0
"13/05/23 21:11:43.754";263;22;23;10;48;0
"13/05/23 21:11:46.096";234;107;138;11;40;0
"13/05/23 21:11:48.217";258;81;205;288;111;0
"13/05/23 21:11:54.963";228;73;153;312;433;0
"13/05/23 21:11:58.528";257;94;151;280;453;0
"13/05/23 21:11:59.158";240;77;171;296;455;0
"13/05/23 21:12:02.302";248;78;176;300;462;0
"13/05/23 21:12:08.069";249;84;181;305;471;0
"13/05/23 21:12:12.724";26;54;171;319;483;0
"13/05/23 21:12:15.503";38;12;167;331;501;0
"13/05/23 21:12:17.803";36;23;0;97;539;0
"13/05/23 21:12:23.463";271;9;25;0;137;0
"13/05/23 21:12:27.194";297;111;20;25;46;0
"13/05/23 21:12:30.619";260;135;215;56;41;0
"13/05/23 21:12:31.222";259;97;144;332;359;0
"13/05/23 21:12:38.080";294;96;148;288;479;0
"13/05/23 21:12:41.244";307;110;167;305;310;0
"13/05/23 21:12:44.595";318;28;152;293;56;0
"13/05/23 21:12:46.136";308;21;0;290;38;0
"13/05/23 21:12:52.290";28;10;21;3;44;0
"13/05/23 21:12:52.752";38;6;13;24;43;0
"13/05/23 21:12:58.363";26;12;27;30;42;0
"13/05/23 21:13:00.075";42;24;8;27;37;0
"13/05/23 21:13:03.743";37;24;7;7;43;0
"13/05/23 21:13:08.562";24;11;27;23;44;0
"13/05/23 21:13:10.751";36;20;28;25;43;0
"13/05/23 21:13:14.481";36;14;8;4;44;0
"13/05/23 21:13:20.547";38;22;9;10;39;0
"13/05/23 21:13:23.551";322;23;12;14;32;0
"13/05/23 21:13:26.277";261;25;24;13;40;0
"13/05/23 21:13:29.421";295;25;11;9;34;0
"13/05/23 21:13:32.592";276;25;26;8;44;0
"13/05/23 21:13:36.213";285;21;8;10;40;0
"13/05/23 21:13:41.265";326;152;11;27;40;0
"13/05/23 21:13:45.701";326;12;25;27;39;0
"13/05/23 21:13:46.931";312;23;12;26;42;0
"13/05/23 21:13:53.724";132;6;9;25;42;0
"13/05/23 21:13:57.206";21;8;9;7;39;0
"13/05/23 21:13:57.890";26;15;26;26;38;0
"13/05/23 21:14:03.372";23;21;6;12;39;0
"13/05/23 21:14:05.659";38;13;9;31;42;0
"13/05/23 21:14:09.569";0;0;0;0;17;0
"13/05/23 21:14:13.600";0;0;0;0;14;0
"13/05/23 21:14:17.200";0;0;0;0;14;0
"13/05/23 21:14:20.800";0;0;0;0;14;0
"13/05/23 21:14:24.400";0;0;0;0;14;0
"13/05/23 21:14:28.000";0;0;0;0;14;0
"13/05/23 21:14:31.600";0;0;0;0;14;0
"13/05/23 21:14:35.200";0;0;0;0;14;0
"13/05/23 21:14:38.800";0;0;0;0;14;0
"13/05/23 21:14:42.400";0;0;0;0;15;0
"13/05/23 21:14:46.000";0;0;0;0;15;0
"13/05/23 21:14:49.600";0;0;0;0;14;0
"13/05/23 21:14:53.200";0;0;0;0;14;0
"13/05/23 21:14:56.800";0;0;0;0;14;0
"13/05/23 21:15:00.400";0;0;0;0;14;0
"13/05/23 21:15:04.000";0;0;0;0;14;0
"13/05/23 21:15:07.600";0;0;0;0;15;0
"13/05/23 21:15:11.200";0;0;0;0;14;0
"13/05/23 21:15:14.800";0;0;0;0;14;0
"13/05/23 21:15:18.400";0;0;0;0;14;0
"13/05/23 21:15:22.000";0;0;0;0;14;0
"13/05/23 21:15:25.600";0;0;0;0;14;0
"13/05/23 21:15:29.200";0;0;0;0;14;0
"13/05/23 21:15:32.800";0;0;0;0;14;0
"13/05/23 21:15:36.400";0;0;0;0;15;0
"13/05/23 21:15:40.000";0;0;0;0;14;0
"13/05/23 21:15:43.600";0;0;0;0;14;0
"13/05/23 21:15:47.200";0;0;0;0;14;0
"13/05/23 21:15:50.800";0;0;0;0;14;0
"13/05/23 21:15:54.400";0;0;0;0;14;0
"13/05/23 21:15:58.000";0;0;0;0;14;0
"13/05/23 21:16:01.600";0;0;0;0;14;0
"13/05/23 21:16:05.200";0;0;0;0;14;0
"13/05/23 21:16:08.800";0;0;0;0;14;0
"13/05/23 21:16:12.400";0;0;0;0;14;0
"13/05/23 21:16:16.000";0;0;0;0;14;0
"13/05/23 21:16:19.600";0;0;0;0;15;0
"13/05/23 21:16:23.200";0;0;0;0;14;0
"13/05/23 21:16:26.800";0;0;0;0;14;0
"13/05/23 21:16:30.400";0;0;0;0;14;0
"13/05/23 21:16:34.000";0;0;0;0;14;0
"13/05/23 21:16:37.600";0;0;0;0;14;0
"13/05/23 21:16:41.200";0;0;0;0;14;0
"13/05/23 21:16:44.800";0;0;0;0;14;0
"13/05/23 21:16:48.400";0;0;0;0;14;0
"13/05/23 21:16:52.000";0;0;0;0;14;0
"13/05/23 21:16:55.600";0;0;0;0;14;0
"13/05/23 21:16:59.200";0;0;0;0;14;0
"13/05/23 21:17:02.800";0;0;0;0;15;0
"13/05/23 21:17:06.400";0;0;0;0;15;0
"13/05/23 21:17:10.000";0;0;0;0;14;0
"13/05/23 21:17:13.600";0;0;0;0;14;0
"13/05/23 21:17:17.200";0;0;0;0;14;0
"13/05/23 21:17:20.800";0;0;0;0;14;0
"13/05/23 21:17:24.400";0;0;0;0;14;0
"13/05/23 21:17:28.000";0;0;0;0;14;0
"13/05/23 21:17:31.600";0;0;0;0;14;0
"13/05/23 21:17:35.200";0;0;0;0;14;0
"13/05/23 21:17:38.800";0;0;0;0;15;0
"13/05/23 21:17:42.400";0;0;0;0;14;0
"13/05/23 21:17:46.000";0;0;0;0;15;0
"13/05/23 21:17:49.600";0;0;0;0;14;0
"13/05/23 21:17:53.200";0;0;0;0;14;0
"13/05/23 21:17:56.800";0;0;0;0;14;0
"13/05/23 21:18:00.400";0;0;0;0;14;0
"13/05/23 21:18:04.000";0;0;0;0;14;0
"13/05/23 21:18:07.600";0;0;0;0;15;0
"13/05/23 21:18:11.200";0;0;0;0;14;0
"13/05/23 21:18:14.800";0;0;0;0;15;0
"13/05/23 21:18:18.400";0;0;0;0;14;0
"13/05/23 21:18:22.000";0;0;0;0;14;0
"13/05/23 21:18:25.600";0;0;0;0;14;0
"13/05/23 21:18:29.200";0;0;0;0;14;0
"13/05/23 21:18:32.800";0;0;0;0;14;0
"13/05/23 21:18:36.400";0;0;0;0;14;0
"13/05/23 21:18:40.000";0;0;0;0;14;0
"13/05/23 21:18:43.600";0;0;0;0;14;0
"13/05/23 21:18:47.200";0;0;0;0;15;0
"13/05/23 21:18:50.800";0;0;0;0;14;0
"13/05/23 21:18:54.400";0;0;0;0;14;0
"13/05/23 21:18:58.000";0;0;0;0;14;0
"13/05/23 21:19:01.600";0;0;0;0;14;0
"13/05/23 21:19:05.200";0;0;0;0;14;0
"13/05/23 21:19:08.800";0;0;0;0;14;0
"13/05/23 21:19:12.400";0;0;0;0;14;0
"13/05/23 21:19:16.000";0;0;0;0;14;0
"13/05/23 21:19:19.600";0;0;0;0;15;0
"13/05/23 21:19:23.200";0;0;0;0;15;0
"13/05/23 21:19:26.800";0;0;0;0;14;0
"13/05/23 21:19:30.400";0;0;0;0;14;0
"13/05/23 21:19:34.000";0;0;0;0;14;0
"13/05/23 21:19:37.600";0;0;0;0;14;0
"13/05/23 21:19:41.200";0;0;0;0;14;0
"13/05/23 21:19:44.800";0;0;0;0;15;0
"13/05/23 21:19:48.400";0;0;0;0;15;0
"13/05/23 21:19:52.000";0;0;0;0;15;0
"13/05/23 21:19:55.600";0;0;0;0;15;0
"13/05/23 21:19:59.200";0;0;0;0;14;0
"13/05/23 21:20:02.800";0;0;0;0;15;0
"13/05/23 21:20:06.400";0;0;0;0;15;0
"13/05/23 21:20:10.000";0;0;0;0;14;0
"13/05/23 21:20:13.600";0;0;0;0;14;0
"13/05/23 21:20:17.200";0;0;0;0;14;0
"13/05/23 21:20:20.800";0;0;0;0;14;0
"13/05/23 21:20:24.400";0;0;0;0;14;0
"13/05/23 21:20:28.000";0;0;0;0;14;0
"13/05/23 21:20:31.600";0;0;0;0;14;0
"13/05/23 21:20:35.200";0;0;0;0;14;0
"13/05/23 21:20:38.800";0;0;0;0;14;0
"13/05/23 21:20:42.400";0;0;0;0;14;0
"13/05/23 21:20:46.000";0;0;0;0;14;0
"13/05/23 21:20:49.600";0;0;0;0;14;0
"13/05/23 21:20:53.200";0;0;0;0;14;0
"13/05/23 21:20:56.800";0;0;0;0;15;0
"13/05/23 21:21:00.400";0;0;0;0;15;0
"13/05/23 21:21:04.000";0;0;0;0;14;0
"13/05/23 21:21:07.600";0;0;0;0;14;0
"13/05/23 21:21:11.200";0;0;0;0;14;0
"13/05/23 21:21:14.800";0;0;0;0;14;0
"13/05/23 21:21:18.400";0;0;0;0;15;0
"13/05/23 21:21:22.000";0;0;0;0;15;0
"13/05/23 21:21:25.600";0;0;0;0;13;0
"13/05/23 21:21:29.200";0;0;0;0;14;0
"13/05/23 21:21:32.800";0;0;0;0;14;0
"13/05/23 21:21:36.400";0;0;0;0;14;0
"13/05/23 21:21:40.000";0;0;0;0;14;0
"13/05/23 21:21:43.600";0;0;0;0;14;0
"13/05/23 21:21:47.200";0;0;0;0;14;0
"13/05/23 21:21:50.800";0;0;0;0;14;0
"13/05/23 21:21:54.400";0;0;0;0;14;0
"13/05/23 21:21:58.000";0;0;0;0;14;0
"13/05/23 21:22:01.600";0;0;0;0;14;0
"13/05/23 21:22:05.200";0;0;0;0;15;0
"13/05/23 21:22:08.800";0;0;0;0;15;0
"13/05/23 21:22:12.400";0;0;0;0;14;0
"13/05/23 21:22:16.000";0;0;0;0;14;0
"13/05/23 21:22:19.600";0;0;0;0;14;0
"13/05/23 21:22:23.200";0;0;0;0;14;0
"13/05/23 21:22:26.800";0;0;0;0;14;0
"13/05/23 21:22:30.400";0;0;0;0;14;0
"13/05/23 21:22:34.000";0;0;0;0;14;0
"13/05/23 21:22:37.600";0;0;0;0;14;0
"13/05/23 21:22:41.200";0;0;0;0;15;0
"13/05/23 21:22:44.800";0;0;0;0;15;0
"13/05/23 21:22:48.400";0;0;0;0;15;0
"13/05/23 21:22:52.000";0;0;0;0;14;0
"13/05/23 21:22:55.600";0;0;0;0;14;0
"13/05/23 21:22:59.200";0;0;0;0;14;0
"13/05/23 21:23:02.800";0;0;0;0;14;0
"13/05/23 21:23:06.400";0;0;0;0;14;0
"13/05/23 21:23:10.000";0;0;0;0;14;0
"13/05/23 21:23:13.600";0;0;0;0;14;0
"13/05/23 21:23:17.200";0;0;0;0;15;0
"13/05/23 21:23:20.800";0;0;0;0;15;0
"13/05/23 21:23:24.400";0;0;0;0;14;0
"13/05/23 21:23:28.000";0;0;0;0;14;0
"13/05/23 21:23:31.600";0;0;0;0;14;0
"13/05/23 21:23:35.200";0;0;0;0;14;0
"13/05/23 21:23:38.800";0;0;0;0;14;0
"13/05/23 21:23:42.400";0;0;0;0;15;0
"13/05/23 21:23:46.000";0;0;0;0;14;0
"13/05/23 21:23:49.600";0;0;0;0;14;0
"13/05/23 21:23:53.200";0;0;0;0;14;0
"13/05/23 21:23:56.800";0;0;0;0;14;0
"13/05/23 21:24:00.400";0;0;0;0;15;0
"13/05/23 21:24:04.000";0;0;0;0;15;0
"13/05/23 21:24:07.600";0;0;0;0;14;0
"13/05/23 21:24:11.200";0;0;0;0;15;0
"13/05/23 21:24:14.800";0;0;0;0;15;0
"13/05/23 21:24:18.400";0;0;0;0;14;0
"13/05/23 21:24:22.000";0;0;0;0;14;0
"13/05/23 21:24:25.600";0;0;0;0;14;0
"13/05/23 21:24:29.200";0;0;0;0;14;0
"13/05/23 21:24:32.800";0;0;0;0;14;0
"13/05/23 21:24:36.400";0;0;0;0;14;0
"13/05/23 21:24:40.000";0;0;0;0;14;0
"13/05/23 21:24:43.600";0;0;0;0;15;0
"13/05/23 21:24:47.200";0;0;0;0;15;0
"13/05/23 21:24:50.800";0;0;0;0;14;0
"13/05/23 21:24:54.400";0;0;0;0;15;0
"13/05/23 21:24:58.000";0;0;0;0;15;0
"13/05/23 21:25:02.698";0;0;0;0;14;0
"13/05/23 21:25:05.200";0;0;0;0;15;0
"13/05/23 21:25:08.800";0;0;0;0;14;0
"13/05/23 21:25:12.400";0;0;0;0;15;0
"13/05/23 21:25:16.000";0;0;0;0;15;0
"13/05/23 21:25:19.600";0;0;0;0;14;0
"13/05/23 21:25:23.200";0;0;0;0;15;0
"13/05/23 21:25:26.800";0;0;0;0;15;0
"13/05/23 21:25:30.400";0;0;0;0;15;0
