"DateTime";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA3";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA4";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA5";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA6";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA7"
"15/05/23 20:01:18.000";0;0;0;0;10
"15/05/23 20:01:21.600";0;0;0;0;10
"15/05/23 20:01:25.200";0;0;0;0;10
"15/05/23 20:01:28.800";0;0;0;0;10
"15/05/23 20:01:32.400";0;0;0;0;11
"15/05/23 20:01:36.000";0;0;0;0;10
"15/05/23 20:01:39.600";0;0;0;0;11
"15/05/23 20:01:43.200";0;0;0;0;11
"15/05/23 20:01:46.800";0;0;0;0;11
"15/05/23 20:01:50.400";0;0;0;0;11
"15/05/23 20:01:54.000";0;0;0;0;11
"15/05/23 20:01:57.600";0;0;0;0;11
"15/05/23 20:02:01.200";0;0;0;0;10
"15/05/23 20:02:04.800";0;0;0;0;10
"15/05/23 20:02:08.400";0;0;0;0;10
"15/05/23 20:02:12.000";0;0;0;0;10
"15/05/23 20:02:15.600";0;0;0;0;9
"15/05/23 20:02:19.200";0;0;0;0;9
"15/05/23 20:02:22.800";0;0;0;0;10
"15/05/23 20:02:26.400";0;0;0;0;10
"15/05/23 20:02:30.000";0;0;0;0;10
"15/05/23 20:02:33.600";0;0;0;0;10
"15/05/23 20:02:37.200";0;0;0;0;10
"15/05/23 20:02:40.800";0;0;0;0;11
"15/05/23 20:02:44.400";0;0;0;0;10
"15/05/23 20:02:48.000";0;0;0;0;11
"15/05/23 20:02:51.600";0;0;0;0;11
"15/05/23 20:02:55.200";0;0;0;0;10
"15/05/23 20:02:58.800";0;0;0;0;11
"15/05/23 20:03:02.400";0;0;0;0;10
"15/05/23 20:03:06.000";0;0;0;0;9
"15/05/23 20:03:09.600";0;0;0;0;9
"15/05/23 20:03:13.200";0;0;0;0;9
"15/05/23 20:03:16.800";0;0;0;0;11
"15/05/23 20:03:20.400";0;0;0;0;10
"15/05/23 20:03:24.000";0;0;0;0;11
"15/05/23 20:03:27.600";0;0;0;0;11
"15/05/23 20:03:31.200";0;0;0;0;12
"15/05/23 20:03:34.800";0;0;0;0;11
"15/05/23 20:03:38.400";0;0;0;0;11
"15/05/23 20:03:42.000";0;0;0;0;11
"15/05/23 20:03:45.600";0;0;0;0;11
"15/05/23 20:03:49.200";0;0;0;0;11
"15/05/23 20:03:52.800";0;0;0;0;11
"15/05/23 20:03:56.400";0;0;0;0;10
"15/05/23 20:04:00.000";0;0;0;0;11
"15/05/23 20:04:03.600";0;0;0;0;10
"15/05/23 20:04:07.200";0;0;0;0;10
"15/05/23 20:04:10.800";0;0;0;0;10
"15/05/23 20:04:14.400";0;0;0;0;10
"15/05/23 20:04:18.000";0;0;0;0;11
"15/05/23 20:04:21.600";0;0;0;0;10
