"DateTime";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA3";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA4";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA5";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA6";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA7"
"15/05/23 13:32:20.945";34;14;13;14;36
"15/05/23 13:32:24.877";23;13;11;29;36
"15/05/23 13:32:27.055";22;21;9;26;36
"15/05/23 13:32:29.600";38;23;14;8;37
"15/05/23 13:32:34.600";26;25;27;8;37
"15/05/23 13:32:39.403";262;20;9;28;34
"15/05/23 13:32:42.845";284;100;14;28;38
"15/05/23 13:32:45.681";276;121;210;24;37
"15/05/23 13:32:49.704";272;91;147;279;308
"15/05/23 13:32:53.439";252;109;156;232;474
"15/05/23 13:32:57.612";287;99;173;220;483
"15/05/23 13:33:01.377";300;101;178;225;485
"15/05/23 13:33:02.056";284;121;176;244;494
"15/05/23 13:33:08.459";26;100;186;258;512
"15/05/23 13:33:09.904";21;12;202;262;531
"15/05/23 13:33:14.334";39;19;0;274;557
"15/05/23 13:33:17.415";39;7;27;1;226
"15/05/23 13:33:20.636";17;10;7;9;45
"15/05/23 13:33:23.693";36;11;12;13;35
"15/05/23 13:33:30.090";254;27;9;13;34
"15/05/23 13:33:33.402";278;10;11;12;37
"15/05/23 13:33:37.177";261;124;167;22;34
"15/05/23 13:33:37.540";286;104;150;275;170
"15/05/23 13:33:42.466";260;98;169;263;471
"15/05/23 13:33:47.815";298;99;171;225;493
"15/05/23 13:33:49.804";308;107;177;243;494
"15/05/23 13:33:53.996";320;118;181;248;502
"15/05/23 13:33:58.830";30;126;185;251;516
"15/05/23 13:34:00.842";24;97;194;245;534
"15/05/23 13:34:04.960";38;5;14;278;550
"15/05/23 13:34:08.358";19;6;19;4;426
"15/05/23 13:34:13.358";253;21;24;11;58
"15/05/23 13:34:16.921";270;11;14;8;36
"15/05/23 13:34:18.772";247;118;173;27;36
"15/05/23 13:34:23.119";249;93;153;271;150
"15/05/23 13:34:25.845";250;94;164;218;456
"15/05/23 13:34:30.504";280;94;153;218;477
"15/05/23 13:34:34.538";292;112;176;219;479
"15/05/23 13:34:37.205";306;111;163;237;486
"15/05/23 13:34:42.179";26;99;170;248;499
"15/05/23 13:34:43.973";21;126;172;260;518
"15/05/23 13:34:46.884";38;10;20;278;539
"15/05/23 13:34:51.179";21;9;0;1;441
"15/05/23 13:34:54.933";35;21;10;8;54
"15/05/23 13:34:56.896";40;25;8;8;36
"15/05/23 13:35:01.780";22;21;9;10;37
"15/05/23 13:35:07.370";246;7;10;7;34
"15/05/23 13:35:10.941";275;24;8;7;34
"15/05/23 13:35:11.644";284;112;65;5;36
"15/05/23 13:35:15.212";283;100;211;281;32
"15/05/23 13:35:20.859";285;98;167;227;455
"15/05/23 13:35:25.059";309;97;149;226;486
"15/05/23 13:35:27.728";317;105;161;227;488
"15/05/23 13:35:29.724";316;110;167;253;506
"15/05/23 13:35:36.173";173;109;195;267;530
"15/05/23 13:35:37.306";17;133;198;244;550
"15/05/23 13:35:42.009";23;7;167;269;556
"15/05/23 13:35:44.742";20;13;0;3;541
"15/05/23 13:35:50.520";205;22;28;2;68
"15/05/23 13:35:52.562";263;23;27;26;37
"15/05/23 13:35:55.451";275;100;11;23;38
"15/05/23 13:36:00.738";271;118;207;270;33
"15/05/23 13:36:02.035";245;97;153;221;441
"15/05/23 13:36:08.561";289;100;151;217;480
"15/05/23 13:36:11.311";295;99;175;233;480
"15/05/23 13:36:15.701";312;119;180;234;487
"15/05/23 13:36:17.591";289;103;185;252;500
"15/05/23 13:36:20.755";23;102;192;257;524
"15/05/23 13:36:23.394";38;8;203;267;542
"15/05/23 13:36:27.495";25;10;0;0;533
"15/05/23 13:36:32.965";254;11;28;22;90
"15/05/23 13:36:35.772";270;102;12;13;36
"15/05/23 13:36:39.400";269;111;207;250;35
"15/05/23 13:36:41.649";246;110;151;214;386
"15/05/23 13:36:48.148";268;99;154;218;470
"15/05/23 13:36:51.348";290;98;170;233;469
"15/05/23 13:36:54.803";311;112;175;223;476
"15/05/23 13:36:57.550";280;115;167;243;488
"15/05/23 13:37:01.064";20;101;170;255;509
"15/05/23 13:37:04.276";35;10;195;268;530
"15/05/23 13:37:09.683";41;20;0;18;542
"15/05/23 13:37:13.279";233;21;21;27;95
"15/05/23 13:37:15.680";260;24;20;10;40
"15/05/23 13:37:17.748";272;113;82;26;35
"15/05/23 13:37:22.481";272;96;200;266;34
"15/05/23 13:37:24.455";248;99;165;213;441
"15/05/23 13:37:31.312";275;110;149;216;473
"15/05/23 13:37:34.552";296;100;173;234;470
"15/05/23 13:37:37.528";316;114;177;239;483
"15/05/23 13:37:39.504";285;118;181;247;494
"15/05/23 13:37:43.560";20;103;187;254;520
"15/05/23 13:37:48.441";34;11;198;266;540
"15/05/23 13:37:52.133";25;22;0;2;522
"15/05/23 13:37:56.566";239;4;27;23;72
"15/05/23 13:37:59.975";259;90;11;25;36
"15/05/23 13:38:00.673";244;112;207;30;34
"15/05/23 13:38:06.026";247;96;145;265;204
"15/05/23 13:38:10.142";270;106;161;241;448
"15/05/23 13:38:14.489";282;109;167;230;470
"15/05/23 13:38:15.100";268;97;171;229;473
"15/05/23 13:38:21.613";279;113;180;215;486
"15/05/23 13:38:25.165";29;103;183;239;499
"15/05/23 13:38:27.535";41;125;190;253;517
"15/05/23 13:38:29.305";35;6;1;242;540
"15/05/23 13:38:35.187";40;12;22;0;317
"15/05/23 13:38:39.774";254;10;5;26;48
"15/05/23 13:38:42.282";266;98;7;27;36
"15/05/23 13:38:45.453";266;117;205;146;37
"15/05/23 13:38:47.386";249;108;182;266;364
"15/05/23 13:38:53.754";267;101;152;229;468
"15/05/23 13:38:56.999";289;111;170;227;472
"15/05/23 13:39:01.098";305;111;164;245;479
"15/05/23 13:39:02.084";313;117;185;221;489
"15/05/23 13:39:08.249";22;101;176;250;510
"15/05/23 13:39:09.356";34;7;200;262;533
"15/05/23 13:39:12.870";38;22;0;262;551
"15/05/23 13:39:18.323";22;10;28;1;147
"15/05/23 13:39:22.884";264;12;9;7;41
"15/05/23 13:39:25.434";281;98;28;9;36
"15/05/23 13:39:27.881";269;116;208;98;34
"15/05/23 13:39:33.296";253;109;182;266;364
"15/05/23 13:39:36.647";272;110;150;219;469
"15/05/23 13:39:40.653";289;99;170;216;474
"15/05/23 13:39:43.615";302;109;176;214;479
"15/05/23 13:39:47.199";283;114;183;214;492
"15/05/23 13:39:50.709";26;103;173;246;511
"15/05/23 13:39:54.656";35;10;195;261;529
"15/05/23 13:39:56.452";38;18;0;267;548
"15/05/23 13:40:00.938";26;10;28;0;145
"15/05/23 13:40:04.503";39;10;8;27;41
"15/05/23 13:40:09.795";238;6;9;9;34
"15/05/23 13:40:13.312";272;8;11;23;37
"15/05/23 13:40:14.051";285;118;61;6;35
"15/05/23 13:40:18.487";280;101;204;273;36
"15/05/23 13:40:23.813";279;111;152;220;454
"15/05/23 13:40:27.732";289;101;167;225;486
"15/05/23 13:40:31.185";301;115;176;245;482
"15/05/23 13:40:34.219";316;105;167;251;494
"15/05/23 13:40:38.311";321;122;174;249;511
"15/05/23 13:40:41.116";20;103;179;262;530
"15/05/23 13:40:43.048";21;5;177;270;549
"15/05/23 13:40:47.856";16;12;0;2;528
"15/05/23 13:40:52.570";312;5;9;26;71
"15/05/23 13:40:53.705";245;8;10;9;36
"15/05/23 13:40:57.317";291;127;144;32;35
"15/05/23 13:41:00.892";260;105;208;276;46
"15/05/23 13:41:04.290";267;114;170;227;466
"15/05/23 13:41:10.847";312;98;155;220;491
