"DateTime";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA3";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA4";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA5";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA6";"TL2.SP.AN2L_TCONT_CORRIENTE_REAL_CAJA7"
"16/05/23 04:07:44.548";230;7;21;4;165
"16/05/23 04:07:46.907";266;86;12;11;41
"16/05/23 04:07:52.961";239;93;210;262;33
"16/05/23 04:07:53.526";237;85;143;240;443
"16/05/23 04:07:57.342";236;75;153;234;489
"16/05/23 04:08:03.381";247;83;159;257;485
"16/05/23 04:08:04.328";248;84;167;257;494
"16/05/23 04:08:10.903";293;84;171;263;504
"16/05/23 04:08:14.502";26;98;173;273;516
"16/05/23 04:08:15.967";36;12;147;275;529
"16/05/23 04:08:21.399";230;9;0;4;541
"16/05/23 04:08:25.069";249;10;21;28;77
"16/05/23 04:08:26.777";265;92;112;27;35
"16/05/23 04:08:32.451";241;76;208;264;32
"16/05/23 04:08:32.710";234;88;137;230;455
"16/05/23 04:08:38.305";256;67;141;238;486
"16/05/23 04:08:41.494";261;84;144;238;486
"16/05/23 04:08:46.538";273;75;163;253;490
"16/05/23 04:08:50.542";298;83;170;264;500
"16/05/23 04:08:51.853";27;102;162;251;518
"16/05/23 04:08:56.199";25;12;147;274;533
"16/05/23 04:08:59.731";24;10;0;2;548
"16/05/23 04:09:01.889";41;6;24;22;71
"16/05/23 04:09:07.105";23;22;29;24;34
"16/05/23 04:09:10.751";23;11;7;12;34
"16/05/23 04:09:12.899";27;11;24;12;34
"16/05/23 04:09:16.646";26;9;12;10;36
"16/05/23 04:09:20.826";23;10;6;28;34
"16/05/23 04:09:23.712";29;6;14;11;36
"16/05/23 04:09:27.206";24;21;7;14;34
"16/05/23 04:09:30.807";39;5;26;9;34
"16/05/23 04:09:36.599";265;10;11;11;33
"16/05/23 04:09:39.734";280;89;12;12;33
"16/05/23 04:09:42.070";243;96;213;265;36
"16/05/23 04:09:48.080";270;74;148;284;434
"16/05/23 04:09:49.294";270;68;152;245;502
"16/05/23 04:09:55.000";286;89;170;250;500
"16/05/23 04:09:58.375";300;77;175;250;512
"16/05/23 04:10:00.584";281;74;164;282;527
"16/05/23 04:10:04.491";18;78;181;287;546
"16/05/23 04:10:09.316";41;11;161;278;564
"16/05/23 04:10:11.873";25;8;0;2;576
"16/05/23 04:10:13.651";41;22;25;25;90
"16/05/23 04:10:20.184";41;26;25;6;38
"16/05/23 04:10:23.341";266;11;24;10;34
"16/05/23 04:10:25.836";294;97;10;25;36
"16/05/23 04:10:28.434";269;113;205;289;36
"16/05/23 04:10:34.437";295;79;153;258;450
"16/05/23 04:10:37.281";302;96;153;277;514
"16/05/23 04:10:38.936";286;85;174;279;518
"16/05/23 04:10:42.554";295;100;176;285;530
"16/05/23 04:10:47.217";302;82;185;291;545
"16/05/23 04:10:52.107";24;109;185;298;562
"16/05/23 04:10:54.502";37;8;165;316;581
"16/05/23 04:10:59.787";23;3;0;0;589
"16/05/23 04:11:03.068";25;27;26;21;86
"16/05/23 04:11:07.376";242;6;8;26;36
"16/05/23 04:11:09.982";259;21;13;24;34
"16/05/23 04:11:12.160";273;93;143;15;36
"16/05/23 04:11:16.965";250;72;212;276;99
"16/05/23 04:11:18.959";246;75;147;236;474
"16/05/23 04:11:25.160";277;75;161;241;497
"16/05/23 04:11:28.858";293;85;169;262;501
"16/05/23 04:11:32.226";307;87;159;257;513
"16/05/23 04:11:36.172";133;91;169;285;527
"16/05/23 04:11:36.562";23;104;183;289;547
"16/05/23 04:11:40.943";41;11;115;297;571
"16/05/23 04:11:46.984";226;12;0;1;581
"16/05/23 04:11:49.015";251;10;8;24;65
"16/05/23 04:11:54.079";266;92;24;23;36
"16/05/23 04:11:55.476";264;71;213;261;34
"16/05/23 04:11:58.027";259;87;156;231;455
"16/05/23 04:12:04.052";267;69;158;242;491
"16/05/23 04:12:07.750";278;73;162;259;491
"16/05/23 04:12:10.992";306;71;174;259;495
"16/05/23 04:12:13.544";266;96;159;271;512
"16/05/23 04:12:18.606";23;98;165;282;531
"16/05/23 04:12:22.898";21;10;153;295;553
"16/05/23 04:12:26.378";238;21;0;1;566
"16/05/23 04:12:30.054";263;58;21;22;88
"16/05/23 04:12:30.595";269;92;206;27;38
"16/05/23 04:12:35.763";240;76;143;269;229
"16/05/23 04:12:38.935";261;88;156;266;468
"16/05/23 04:12:41.111";248;69;142;244;490
"16/05/23 04:12:48.056";292;72;163;246;490
"16/05/23 04:12:50.236";297;89;171;251;500
"16/05/23 04:12:55.336";29;78;176;278;517
"16/05/23 04:12:58.825";23;47;162;288;539
"16/05/23 04:13:00.341";27;10;0;272;559
"16/05/23 04:13:06.103";241;8;21;2;331
"16/05/23 04:13:09.794";249;3;9;11;47
"16/05/23 04:13:11.348";265;91;171;32;35
"16/05/23 04:13:16.692";235;73;150;265;171
"16/05/23 04:13:18.356";239;66;137;264;462
"16/05/23 04:13:20.799";236;85;154;240;484
"16/05/23 04:13:25.094";246;71;144;239;480
"16/05/23 04:13:29.888";282;86;164;259;492
"16/05/23 04:13:34.990";39;66;156;247;505
"16/05/23 04:13:35.971";41;104;179;278;523
"16/05/23 04:13:38.965";40;10;24;289;544
"16/05/23 04:13:44.789";256;24;21;1;475
"16/05/23 04:13:49.362";256;57;29;24;57
"16/05/23 04:13:51.206";247;92;204;8;35
"16/05/23 04:13:56.138";236;72;142;269;200
"16/05/23 04:13:58.539";237;85;143;268;464
"16/05/23 04:14:03.101";259;81;153;238;484
"16/05/23 04:14:06.168";267;83;157;238;479
"16/05/23 04:14:10.215";269;87;164;240;489
"16/05/23 04:14:14.512";37;82;156;269;501
"16/05/23 04:14:17.288";25;96;162;253;512
"16/05/23 04:14:20.743";42;9;3;258;528
"16/05/23 04:14:23.623";28;8;20;5;372
"16/05/23 04:14:28.019";249;12;26;9;53
"16/05/23 04:14:31.767";265;93;9;27;34
"16/05/23 04:14:35.937";249;92;209;262;35
"16/05/23 04:14:37.681";261;67;144;231;419
"16/05/23 04:14:40.627";256;69;140;246;486
"16/05/23 04:14:44.393";267;84;157;245;483
"16/05/23 04:14:49.176";275;71;161;263;483
"16/05/23 04:14:52.935";256;71;169;266;499
"16/05/23 04:14:57.013";20;73;157;276;514
"16/05/23 04:14:58.549";22;10;141;283;531
"16/05/23 04:15:04.109";37;21;0;18;545
"16/05/23 04:15:05.905";41;9;27;27;106
"16/05/23 04:15:10.304";39;23;8;23;37
"16/05/23 04:15:15.245";24;9;14;7;34
"16/05/23 04:15:17.018";39;10;22;8;36
"16/05/23 04:15:22.800";267;12;20;10;34
"16/05/23 04:15:26.245";286;95;10;30;36
"16/05/23 04:15:29.044";263;97;226;28;34
"16/05/23 04:15:33.146";302;99;162;294;324
"16/05/23 04:15:36.486";261;91;160;270;511
"16/05/23 04:15:39.387";294;77;173;280;522
"16/05/23 04:15:44.110";302;79;176;287;534
"16/05/23 04:15:47.730";285;89;172;291;539
"16/05/23 04:15:51.662";28;75;170;299;555
"16/05/23 04:15:52.570";38;11;166;310;568
"16/05/23 04:15:56.391";38;18;0;281;586
"16/05/23 04:16:02.067";36;9;24;0;215
"16/05/23 04:16:05.343";257;21;11;8;45
"16/05/23 04:16:09.400";273;88;20;8;35
"16/05/23 04:16:11.589";268;95;213;24;36
"16/05/23 04:16:14.712";244;73;144;287;348
"16/05/23 04:16:18.721";264;88;144;256;491
"16/05/23 04:16:22.913";272;74;161;248;495
"16/05/23 04:16:25.096";260;83;165;270;499
"16/05/23 04:16:28.197";283;86;170;276;507
"16/05/23 04:16:34.456";28;91;161;280;520
"16/05/23 04:16:36.243";36;12;151;266;535
"16/05/23 04:16:39.313";27;22;0;293;552
"16/05/23 04:16:45.658";241;20;25;3;210
"16/05/23 04:16:49.231";262;62;5;27;44
"16/05/23 04:16:51.252";255;93;210;7;36
"16/05/23 04:16:56.382";244;87;150;272;247
"16/05/23 04:16:59.073";262;89;159;258;481
"16/05/23 04:17:03.076";273;72;145;252;497
"16/05/23 04:17:07.069";275;85;166;266;493
"16/05/23 04:17:08.898";283;86;171;246;506
"16/05/23 04:17:14.321";30;67;175;256;518
"16/05/23 04:17:14.976";21;55;165;266;530
"16/05/23 04:17:20.237";20;10;0;262;547
"16/05/23 04:17:22.593";25;21;29;4;323
"16/05/23 04:17:28.508";251;27;8;10;51
"16/05/23 04:17:32.583";272;83;24;28;36
"16/05/23 04:17:35.026";253;75;208;28;33
"16/05/23 04:17:38.638";249;74;149;278;299
"16/05/23 04:17:41.262";264;76;144;256;483
"16/05/23 04:17:46.085";277;87;160;248;497
"16/05/23 04:17:48.460";278;73;150;270;502
"16/05/23 04:17:54.022";264;89;172;270;510
"16/05/23 04:17:57.557";27;87;176;286;523
"16/05/23 04:17:59.044";37;22;157;283;539
"16/05/23 04:18:03.346";27;12;0;265;557
"16/05/23 04:18:07.546";257;22;22;2;298
"16/05/23 04:18:11.487";275;88;8;8;48
"16/05/23 04:18:15.800";251;72;211;262;36
"16/05/23 04:18:19.127";266;70;149;279;425
"16/05/23 04:18:22.214";270;71;146;256;492
"16/05/23 04:18:25.766";275;86;160;248;491
"16/05/23 04:18:30.181";292;87;167;269;500
"16/05/23 04:18:32.451";264;75;174;274;510
"16/05/23 04:18:36.919";24;70;177;280;529
"16/05/23 04:18:40.707";40;10;149;291;546
"16/05/23 04:18:44.489";39;24;0;34;558
"16/05/23 04:18:47.401";247;6;26;0;110
"16/05/23 04:18:50.673";267;86;26;23;40
"16/05/23 04:18:54.781";269;91;208;259;35
"16/05/23 04:18:56.630";256;74;145;236;423
"16/05/23 04:19:02.323";271;89;157;266;490
"16/05/23 04:19:05.743";287;89;159;264;488
"16/05/23 04:19:09.144";290;89;166;256;501
"16/05/23 04:19:12.042";264;75;161;279;513
"16/05/23 04:19:16.735";24;90;158;269;527
"16/05/23 04:19:17.643";41;9;148;273;540
"16/05/23 04:19:21.242";27;24;0;6;552
"16/05/23 04:19:25.068";19;24;32;22;86
"16/05/23 04:19:30.812";248;27;9;23;39
"16/05/23 04:19:33.187";268;89;27;9;34
"16/05/23 04:19:37.683";269;95;207;262;36
"16/05/23 04:19:39.779";265;70;144;275;428
"16/05/23 04:19:44.243";262;90;141;264;483
"16/05/23 04:19:48.507";273;73;156;245;487
"16/05/23 04:19:52.077";277;85;164;262;491
"16/05/23 04:19:55.032";254;71;170;254;501
"16/05/23 04:19:59.007";24;68;172;260;519
"16/05/23 04:20:03.557";38;8;148;280;533
"16/05/23 04:20:06.631";43;25;0;7;545
"16/05/23 04:20:09.330";42;8;24;21;89
"16/05/23 04:20:14.526";245;12;23;27;37
"16/05/23 04:20:16.759";255;7;7;14;34
"16/05/23 04:20:19.385";272;89;28;27;34
"16/05/23 04:20:23.943";268;74;211;269;34
"16/05/23 04:20:25.834";245;68;147;240;463
"16/05/23 04:20:30.857";267;83;160;239;495
"16/05/23 04:20:36.060";288;82;167;261;489
"16/05/23 04:20:38.723";296;87;173;270;505
"16/05/23 04:20:43.221";310;77;164;274;519
"16/05/23 04:20:46.042";25;102;177;289;537
"16/05/23 04:20:47.446";27;5;141;297;555
"16/05/23 04:20:50.769";41;19;0;0;568
"16/05/23 04:20:54.899";21;23;30;26;71
"16/05/23 04:21:00.968";315;6;10;30;35
"16/05/23 04:21:02.529";245;12;13;8;34
"16/05/23 04:21:05.681";290;112;145;7;34
"16/05/23 04:21:11.149";288;81;204;286;106
"16/05/23 04:21:14.971";298;76;141;263;478
"16/05/23 04:21:19.126";311;96;157;255;498
"16/05/23 04:21:22.549";296;81;150;280;509
"16/05/23 04:21:24.373";301;99;170;266;522
"16/05/23 04:21:30.118";39;100;158;296;536
"16/05/23 04:21:32.048";25;87;183;300;554
"16/05/23 04:21:34.395";26;6;11;315;569
"16/05/23 04:21:40.883";231;24;20;3;445
"16/05/23 04:21:44.404";253;9;15;10;56
"16/05/23 04:21:45.274";265;90;169;9;35
"16/05/23 04:21:51.647";243;69;139;275;129
"16/05/23 04:21:52.957";239;76;152;238;460
"16/05/23 04:21:58.725";268;83;156;244;483
"16/05/23 04:22:02.146";251;87;159;239;486
"16/05/23 04:22:03.986";276;88;165;264;494
"16/05/23 04:22:09.727";52;73;170;277;507
"16/05/23 04:22:10.182";37;102;175;278;521
"16/05/23 04:22:14.829";37;11;42;287;539
"16/05/23 04:22:17.164";23;9;0;0;465
"16/05/23 04:22:20.826";40;24;10;29;57
"16/05/23 04:22:26.047";23;12;24;29;35
"16/05/23 04:22:28.620";18;24;2;24;33
"16/05/23 04:22:34.804";262;20;9;25;33
"16/05/23 04:22:38.218";289;92;9;7;33
"16/05/23 04:22:40.690";259;100;218;24;34
"16/05/23 04:22:42.627";254;90;149;298;333
"16/05/23 04:22:46.669";257;87;151;267;498
"16/05/23 04:22:51.694";294;89;166;260;506
"16/05/23 04:22:56.182";300;71;170;278;511
"16/05/23 04:22:58.793";304;94;179;270;525
"16/05/23 04:23:03.536";30;78;167;295;541
"16/05/23 04:23:07.104";44;13;161;286;556
"16/05/23 04:23:09.664";41;21;0;315;573
"16/05/23 04:23:14.098";37;12;23;4;241
"16/05/23 04:23:17.833";42;8;14;31;46
"16/05/23 04:23:21.774";191;12;26;31;34
"16/05/23 04:23:23.513";262;4;27;24;34
"16/05/23 04:23:26.871";287;90;7;7;36
"16/05/23 04:23:31.446";281;98;221;275;36
"16/05/23 04:23:34.613";278;89;149;290;471
"16/05/23 04:23:39.758";294;78;167;251;513
"16/05/23 04:23:40.714";307;91;162;285;516
"16/05/23 04:23:46.088";314;95;176;275;527
"16/05/23 04:23:47.977";291;100;170;303;543
"16/05/23 04:23:51.853";22;108;183;290;561
"16/05/23 04:23:55.932";22;9;164;319;578
"16/05/23 04:24:00.606";21;21;0;2;589
"16/05/23 04:24:03.257";27;6;27;24;74
"16/05/23 04:24:05.965";40;23;8;10;36
"16/05/23 04:24:12.098";268;8;9;14;36
"16/05/23 04:24:14.923";286;90;12;30;33
"16/05/23 04:24:18.439";261;97;217;257;36
"16/05/23 04:24:20.535";257;80;158;296;434
"16/05/23 04:24:26.406";281;73;156;267;516
"16/05/23 04:24:30.038";298;72;169;279;511
"16/05/23 04:24:32.272";308;93;174;264;523
"16/05/23 04:24:35.925";288;80;167;291;532
"16/05/23 04:24:40.584";24;99;184;302;550
"16/05/23 04:24:41.281";37;11;164;318;569
"16/05/23 04:24:47.143";27;13;0;9;587
"16/05/23 04:24:51.703";254;23;25;22;110
"16/05/23 04:24:54.789";276;87;8;13;39
"16/05/23 04:24:56.185";278;93;216;15;35
"16/05/23 04:24:59.185";274;88;184;281;358
"16/05/23 04:25:04.595";255;78;145;263;495
"16/05/23 04:25:08.866";278;74;151;257;501
"16/05/23 04:25:13.213";290;86;168;274;504
"16/05/23 04:25:16.140";263;73;159;265;514
"16/05/23 04:25:19.372";26;90;178;291;526
"16/05/23 04:25:22.256";27;8;152;294;543
"16/05/23 04:25:26.232";16;12;0;278;560
"16/05/23 04:25:31.327";211;9;29;4;156
"16/05/23 04:25:34.549";248;23;23;11;42
"16/05/23 04:25:38.348";267;86;9;25;34
"16/05/23 04:25:41.460";246;77;210;264;36
"16/05/23 04:25:44.830";245;88;138;236;449
"16/05/23 04:25:46.369";249;69;136;248;488
"16/05/23 04:25:52.086";278;87;159;267;485
"16/05/23 04:25:53.362";256;75;168;271;498
"16/05/23 04:25:59.985";299;71;155;281;509
"16/05/23 04:26:01.441";17;97;187;284;522
"16/05/23 04:26:05.554";40;12;151;290;538
"16/05/23 04:26:08.757";43;13;0;5;554
"16/05/23 04:26:12.992";21;26;24;24;85
"16/05/23 04:26:17.268";253;26;25;10;36
"16/05/23 04:26:21.073";275;87;20;9;33
"16/05/23 04:26:22.407";248;98;207;122;34
"16/05/23 04:26:26.785";244;76;169;282;377
"16/05/23 04:26:32.431";268;80;134;255;488
"16/05/23 04:26:34.259";272;78;151;250;493
"16/05/23 04:26:39.537";281;88;154;269;497
"16/05/23 04:26:42.163";260;74;158;259;507
"16/05/23 04:26:46.094";26;92;163;267;525
"16/05/23 04:26:50.600";39;9;146;288;536
"16/05/23 04:26:51.351";17;19;0;207;555
"16/05/23 04:26:57.065";39;9;21;3;147
"16/05/23 04:27:01.397";242;25;26;24;39
"16/05/23 04:27:02.991";255;10;21;6;35
"16/05/23 04:27:06.472";272;94;33;11;36
"16/05/23 04:27:11.705";240;74;210;272;34
"16/05/23 04:27:12.762";268;72;147;239;460
"16/05/23 04:27:18.538";266;88;158;252;494
"16/05/23 04:27:22.115";279;71;167;249;491
"16/05/23 04:27:24.850";287;85;170;267;506
"16/05/23 04:27:30.161";316;88;164;272;515
"16/05/23 04:27:31.627";27;101;172;281;531
"16/05/23 04:27:35.932";20;7;153;291;551
"16/05/23 04:27:37.760";26;22;0;2;568
"16/05/23 04:27:41.682";27;11;25;23;73
"16/05/23 04:27:47.108";251;27;26;31;36
"16/05/23 04:27:51.200";266;86;9;13;36
"16/05/23 04:27:55.049";265;96;212;260;37
"16/05/23 04:27:56.425";269;72;144;282;421
"16/05/23 04:28:00.621";270;74;157;246;486
"16/05/23 04:28:03.519";274;74;161;264;491
"16/05/23 04:28:09.221";284;88;165;269;500
"16/05/23 04:28:13.233";296;69;157;258;513
"16/05/23 04:28:16.786";26;74;164;275;526
"16/05/23 04:28:19.237";26;11;146;287;539
"16/05/23 04:28:20.932";38;23;0;11;552
"16/05/23 04:28:27.255";242;8;26;29;102
"16/05/23 04:28:31.093";251;7;27;27;39
"16/05/23 04:28:32.401";267;90;124;10;35
"16/05/23 04:28:36.344";263;74;212;278;66
"16/05/23 04:28:38.704";268;88;137;232;463
"16/05/23 04:28:45.517";267;73;155;241;488
"16/05/23 04:28:49.373";276;71;144;243;489
"16/05/23 04:28:52.023";281;84;166;246;496
"16/05/23 04:28:56.434";170;72;175;270;510
"16/05/23 04:28:57.512";25;100;164;255;526
"16/05/23 04:29:01.773";39;10;89;270;545
"16/05/23 04:29:07.322";248;7;0;2;559
"16/05/23 04:29:10.652";263;84;11;24;62
"16/05/23 04:29:11.192";265;89;213;27;36
"16/05/23 04:29:17.040";266;68;144;271;326
"16/05/23 04:29:20.692";237;70;153;242;474
"16/05/23 04:29:23.968";270;70;157;260;484
"16/05/23 04:29:28.870";275;84;161;262;487
"16/05/23 04:29:29.923";279;86;152;268;497
"16/05/23 04:29:35.815";26;88;170;277;511
"16/05/23 04:29:38.606";22;13;153;282;526
"16/05/23 04:29:40.064";27;19;0;259;543
"16/05/23 04:29:45.929";24;27;22;1;219
"16/05/23 04:29:48.858";23;12;26;8;44
"16/05/23 04:29:50.689";42;21;24;9;34
"16/05/23 04:29:56.038";41;9;26;8;33
"16/05/23 04:29:59.417";43;10;7;8;35
"16/05/23 04:30:03.033";38;22;27;25;36
"16/05/23 04:30:08.484";43;13;7;29;38
"16/05/23 04:30:12.034";253;24;24;24;37
"16/05/23 04:30:14.422";270;90;15;11;34
"16/05/23 04:30:16.820";249;74;212;256;36
"16/05/23 04:30:20.771";266;73;146;228;431
"16/05/23 04:30:25.521";267;75;158;244;497
"16/05/23 04:30:30.154";282;74;167;256;500
"16/05/23 04:30:32.852";297;76;172;262;505
"16/05/23 04:30:36.561";274;90;175;271;519
"16/05/23 04:30:39.492";21;74;178;285;538
"16/05/23 04:30:41.482";38;9;156;294;555
"16/05/23 04:30:47.879";24;24;0;0;565
"16/05/23 04:30:50.128";38;25;24;26;88
"16/05/23 04:30:53.340";39;19;8;29;38
"16/05/23 04:30:58.907";261;13;8;22;34
"16/05/23 04:31:01.540";277;90;8;24;36
"16/05/23 04:31:04.277";249;96;213;253;37
"16/05/23 04:31:07.972";272;72;153;286;421
"16/05/23 04:31:12.095";269;72;150;247;501
"16/05/23 04:31:16.800";291;69;170;259;499
"16/05/23 04:31:19.203";304;72;167;270;507
"16/05/23 04:31:22.887";277;90;179;276;522
"16/05/23 04:31:26.959";24;74;168;288;545
"16/05/23 04:31:29.813";25;11;157;297;565
"16/05/23 04:31:33.582";39;20;0;42;579
"16/05/23 04:31:37.024";24;28;24;3;118
"16/05/23 04:31:41.948";255;10;9;8;40
"16/05/23 04:31:44.247";274;89;9;24;34
"16/05/23 04:31:49.092";245;92;211;266;33
"16/05/23 04:31:50.522";268;70;144;243;444
"16/05/23 04:31:54.147";245;84;157;246;495
"16/05/23 04:31:59.904";279;67;164;256;491
"16/05/23 04:32:01.199";264;74;168;245;503
"16/05/23 04:32:07.244";294;87;175;269;515
"16/05/23 04:32:09.763";25;75;166;258;530
"16/05/23 04:32:13.691";41;9;151;283;547
"16/05/23 04:32:18.055";45;21;0;1;558
"16/05/23 04:32:19.485";26;24;24;21;87
"16/05/23 04:32:22.986";20;12;27;9;37
"16/05/23 04:32:27.492";259;24;11;27;34
"16/05/23 04:32:30.772";274;92;10;10;36
"16/05/23 04:32:35.782";249;100;204;275;36
"16/05/23 04:32:37.438";270;94;139;289;452
"16/05/23 04:32:43.119";266;91;133;259;502
"16/05/23 04:32:46.427";280;75;139;269;502
"16/05/23 04:32:50.061";295;79;147;274;507
"16/05/23 04:32:52.621";264;78;163;276;520
